occupancy_rate,day_of_week,meal_period,hour,week_of_year,weather,temperature_f,patio_open,local_event,reservation_count,staff_count,discount_percent
0.5605,Saturday,Dinner,18.6,15,Rain,52.6,No,No,20.0,9,0
0.9481,Wednesday,Lunch,13.71,28,Clear,59.0,Yes,No,14.0,6,30
0.8172,Friday,Lunch,12.93,33,Clear,83.9,Yes,No,12.0,7,0
0.3033,Monday,Dinner,20.68,44,Rain,62.1,No,No,14.0,8,15
0.3079,Thursday,Lunch,13.74,5,Rain,52.8,No,No,5.0,5,20
0.8225,Thursday,Dinner,20.21,1,Cloudy,43.5,No,No,13.0,7,25
0.5778,Monday,Lunch,9.94,8,Rain,56.9,No,No,12.0,5,30
0.5301,Sunday,Lunch,12.67,3,Clear,56.5,No,No,13.0,8,0
0.5616,Thursday,Lunch,11.36,4,Clear,37.6,No,No,9.0,5,0
0.594,Wednesday,Lunch,13.37,23,Cloudy,63.9,Yes,No,8.0,5,0
0.5795,Wednesday,Lunch,11.41,50,Rain,37.8,No,No,12.0,6,25
0.9551,Friday,Lunch,13.83,28,Cloudy,75.6,Yes,No,11.0,7,30
0.9057,Friday,Dinner,19.77,18,,72.3,Yes,Yes,17.0,7,0
0.5874,Friday,Dinner,18.64,14,Cloudy,70.6,No,No,14.0,7,0
0.9195,Saturday,Dinner,18.84,25,Cloudy,88.2,Yes,No,26.0,8,0
0.9643,Saturday,Dinner,19.14,50,Clear,43.5,No,Yes,52.0,10,10
0.4772,Saturday,Lunch,13.03,2,Rain,52.3,No,No,17.0,7,0
0.5165,Saturday,Dinner,20.18,40,Clear,60.0,No,No,20.0,9,0
0.9633,Saturday,Dinner,18.88,27,Clear,82.3,Yes,No,22.0,10,0
0.8096,Wednesday,Dinner,20.63,42,Clear,49.0,No,Yes,32.0,9,15
0.7639,Saturday,Lunch,14.01,16,,62.9,No,No,11.0,7,30
0.389,Tuesday,Lunch,12.96,20,Clear,61.2,No,No,15.0,6,0
0.6104,Monday,Lunch,12.09,5,Cloudy,51.2,Yes,No,14.0,7,5
0.4249,Wednesday,Lunch,11.29,1,Cloudy,51.1,No,No,9.0,5,15
0.9156,Saturday,Dinner,19.52,27,Rain,99.9,Yes,Yes,37.0,10,10
0.7783,Sunday,Dinner,18.21,17,Cloudy,65.2,No,No,21.0,10,0
0.2727,Wednesday,Lunch,13.0,27,Rain,75.2,No,No,9.0,5,0
0.8258,Wednesday,Lunch,13.56,41,Clear,61.1,No,No,14.0,6,30
0.6036,Thursday,Dinner,17.56,20,Rain,70.0,No,No,21.0,7,25
0.6281,Saturday,Brunch,10.41,40,Cloudy,66.1,No,Yes,24.0,7,0
0.4015,Saturday,Lunch,13.86,14,Rain,65.2,No,Yes,23.0,7,0
0.7396,Wednesday,Dinner,18.62,29,Clear,61.9,No,No,5.0,7,5
0.5443,Sunday,Dinner,18.32,18,Cloudy,66.2,No,No,14.0,9,0
0.6309,Sunday,Lunch,13.26,52,Clear,57.5,No,Yes,23.0,6,0
0.9627,Sunday,Brunch,10.52,21,Clear,70.4,Yes,No,,7,25
0.8113,Saturday,Brunch,10.11,37,Cloudy,71.1,Yes,No,13.0,5,0
0.8242,Tuesday,Dinner,16.8,45,Clear,51.4,No,Yes,32.0,8,25
0.6495,Monday,Dinner,19.78,29,Heat,89.3,No,Yes,19.0,8,15
0.5392,Sunday,Lunch,14.06,21,Clear,58.8,No,No,13.0,7,0
0.2733,Friday,Lunch,12.93,24,Cloudy,71.7,No,No,,5,0
0.9219,Thursday,Dinner,20.08,42,Clear,64.4,Yes,No,19.0,7,15
0.4991,Wednesday,Lunch,12.12,7,Clear,53.2,No,No,13.0,5,0
0.7663,Tuesday,Dinner,19.38,20,Cloudy,80.7,Yes,No,13.0,6,0
0.4725,Thursday,Dinner,20.67,50,Clear,50.3,No,No,9.0,8,0
0.5762,Tuesday,Dinner,19.84,23,Heat,80.5,No,No,10.0,8,15
0.9322,Sunday,Dinner,19.81,30,Clear,59.5,Yes,No,26.0,9,0
0.9673,Friday,Dinner,19.61,16,Cloudy,71.5,Yes,No,24.0,8,0
0.7967,Sunday,Dinner,17.57,4,Cloudy,47.2,Yes,No,20.0,9,0
0.7223,Tuesday,Dinner,19.59,21,Rain,79.4,Yes,No,15.0,8,0
0.6984,Sunday,Lunch,13.61,20,Clear,70.3,Yes,No,11.0,6,0
0.9619,Wednesday,Dinner,20.47,27,Clear,76.3,Yes,No,17.0,8,15
0.4017,Thursday,Lunch,14.51,28,Rain,76.9,No,Yes,14.0,6,15
0.7775,Thursday,Dinner,18.74,9,Clear,38.2,Yes,No,16.0,8,0
0.9805,Saturday,Dinner,18.4,18,Clear,74.2,Yes,Yes,33.0,8,0
0.4044,Friday,Lunch,11.46,6,Rain,45.1,No,No,5.0,6,15
0.7786,Sunday,Dinner,17.73,52,Cloudy,39.7,Yes,No,26.0,10,0
0.6658,Wednesday,Lunch,10.77,32,Cloudy,80.8,Yes,No,12.0,6,0
0.7892,Sunday,Brunch,10.95,28,Clear,89.2,Yes,No,13.0,6,0
0.8664,Sunday,Lunch,13.56,33,Clear,67.6,Yes,Yes,23.0,8,0
0.8967,Wednesday,Dinner,19.71,48,Cloudy,54.3,No,No,24.0,7,20
0.8451,Tuesday,Dinner,18.46,5,Rain,48.3,No,No,20.0,9,30
0.7061,Wednesday,Lunch,13.4,30,Heat,76.7,No,No,18.0,6,25
0.8985,Saturday,Dinner,17.44,21,Clear,75.6,Yes,No,18.0,7,0
0.8632,Wednesday,Dinner,18.91,48,Clear,55.7,Yes,No,15.0,7,10
0.5135,Friday,Lunch,12.71,18,Cloudy,74.6,No,No,13.0,6,0
0.3141,Monday,Dinner,21.09,25,Heat,81.8,No,No,18.0,6,0
0.5169,Tuesday,Dinner,19.38,33,Cloudy,78.2,No,No,,8,0
0.8453,Friday,Lunch,12.63,35,Cloudy,76.9,Yes,Yes,15.0,6,0
0.8847,Wednesday,Lunch,12.03,21,Clear,77.2,Yes,No,8.0,6,30
0.878,Sunday,Dinner,18.65,20,Cloudy,73.7,Yes,No,18.0,8,0
0.6723,Wednesday,Lunch,13.46,24,Cloudy,85.1,Yes,No,8.0,7,0
0.7493,Wednesday,Dinner,20.42,5,Clear,45.5,No,No,20.0,9,0
0.909,Saturday,Lunch,12.48,3,Clear,49.1,No,Yes,30.0,8,20
0.8357,Friday,Dinner,16.85,19,Clear,73.6,Yes,No,7.0,5,0
0.6387,Thursday,Dinner,19.29,27,Heat,92.2,Yes,No,10.0,9,0
0.9396,Saturday,Lunch,13.48,26,Clear,74.1,Yes,No,13.0,6,25
0.8982,Wednesday,Dinner,19.85,1,Clear,45.8,No,Yes,17.0,7,10
0.8868,Wednesday,Dinner,20.66,28,Clear,75.2,Yes,No,16.0,7,0
0.7251,Wednesday,Lunch,12.52,39,Clear,70.8,Yes,No,12.0,6,0
0.5068,Friday,Lunch,12.43,18,Cloudy,59.4,No,No,10.0,4,0
0.7767,Sunday,Dinner,18.16,43,Cloudy,59.5,Yes,No,24.0,8,10
0.877,Friday,Dinner,19.94,9,Clear,38.8,No,Yes,32.0,8,0
0.5071,Sunday,Lunch,10.45,1,Clear,37.3,No,No,14.0,8,0
0.981,Friday,Dinner,18.85,27,Clear,80.2,Yes,Yes,19.0,9,15
0.7116,Friday,Dinner,17.23,10,Clear,64.8,No,No,13.0,7,5
0.8605,Wednesday,Dinner,20.54,13,Clear,68.3,Yes,Yes,29.0,10,0
0.8274,Sunday,Dinner,18.73,35,Clear,76.0,Yes,No,17.0,10,0
0.9733,Thursday,Dinner,20.03,41,Cloudy,70.5,Yes,No,20.0,9,25
0.9101,Wednesday,Dinner,19.26,22,Clear,80.7,No,No,14.0,7,30
0.7166,Saturday,Lunch,13.32,20,Rain,78.8,Yes,No,17.0,6,0
0.7706,Sunday,Lunch,13.41,10,Clear,45.7,Yes,No,14.0,6,0
0.2252,Tuesday,Lunch,12.41,51,Rain,39.5,No,No,11.0,5,0
0.9346,Friday,Dinner,17.82,46,Cloudy,65.3,Yes,Yes,24.0,8,5
0.4084,Wednesday,Lunch,12.81,33,Heat,76.4,Yes,No,11.0,5,0
0.7853,Saturday,Lunch,12.38,17,Clear,52.9,Yes,No,12.0,6,0
0.9012,Friday,Dinner,20.18,37,Clear,61.1,Yes,No,15.0,9,0
0.7891,Friday,Lunch,13.56,18,Cloudy,63.6,Yes,Yes,14.0,7,0
0.99,Saturday,Dinner,18.52,28,Clear,81.5,Yes,No,22.0,9,0
0.8895,Monday,Lunch,13.82,26,Clear,72.0,Yes,No,8.0,7,30
0.7589,Monday,Dinner,19.16,33,Cloudy,68.2,No,No,14.0,7,5
0.7328,Saturday,Lunch,14.94,3,Clear,48.5,No,No,13.0,5,20
0.9133,Friday,Dinner,19.27,22,Clear,67.6,No,No,18.0,10,10
0.9104,Saturday,Lunch,12.99,15,Cloudy,53.9,No,No,19.0,7,25
0.2521,Wednesday,Dinner,16.65,41,Rain,66.8,No,No,9.0,9,0
0.7047,Sunday,Brunch,11.2,12,Clear,51.9,Yes,No,10.0,7,0
0.861,Friday,Dinner,19.45,7,Clear,52.3,Yes,No,11.0,7,0
0.5964,Friday,Lunch,13.93,23,Cloudy,80.6,Yes,No,6.0,4,0
0.6863,Sunday,Dinner,18.42,1,Cloudy,49.2,No,No,27.0,10,0
0.9644,Friday,Dinner,18.56,22,Clear,73.1,Yes,No,15.0,8,30
0.8519,Tuesday,Dinner,18.61,46,Cloudy,51.1,No,No,13.0,8,25
0.4606,Tuesday,Lunch,13.38,47,Rain,41.7,Yes,No,14.0,6,20
0.7067,Tuesday,Lunch,13.49,14,Clear,56.2,Yes,No,14.0,7,0
0.7458,Thursday,Lunch,12.82,12,Cloudy,52.9,No,No,6.0,5,20
0.9142,Tuesday,Dinner,20.1,19,Cloudy,66.7,Yes,No,28.0,9,20
0.6967,Wednesday,Dinner,18.47,44,Rain,53.9,No,No,16.0,7,25
0.6333,Monday,Dinner,19.32,38,Cloudy,61.8,No,No,17.0,8,0
0.9591,Saturday,Lunch,12.74,36,Clear,63.9,Yes,Yes,18.0,8,0
0.7442,Thursday,Dinner,18.81,35,Cloudy,87.8,Yes,No,22.0,7,0
0.7206,Thursday,Dinner,19.08,15,Clear,68.3,No,No,12.0,9,10
0.7275,Tuesday,Dinner,18.36,12,Rain,53.7,Yes,No,18.0,9,15
0.7121,Friday,Lunch,13.06,48,Clear,58.4,No,No,14.0,6,0
0.3545,Friday,Lunch,12.3,51,Rain,56.3,No,No,14.0,6,0
0.9893,Friday,Dinner,18.49,51,Cloudy,52.8,Yes,Yes,33.0,10,15
0.8311,Monday,Dinner,20.94,29,Clear,85.0,Yes,Yes,24.0,8,0
0.8436,Friday,Dinner,20.68,4,Rain,45.2,No,No,18.0,8,25
0.3243,Wednesday,Lunch,12.94,51,Rain,35.0,No,No,14.0,6,10
0.8422,Saturday,Lunch,14.11,17,Cloudy,51.5,Yes,No,22.0,7,10
0.8157,Thursday,Lunch,12.97,43,Clear,65.2,Yes,No,9.0,5,0
0.8024,Saturday,Dinner,19.44,9,Rain,42.7,No,Yes,28.0,8,0
0.9096,Wednesday,Dinner,19.77,14,Clear,57.2,Yes,No,13.0,8,0
0.5118,Saturday,Lunch,13.69,20,Rain,86.5,Yes,No,16.0,6,0
0.7566,Sunday,Lunch,12.3,33,Clear,78.9,Yes,No,12.0,7,0
0.282,Saturday,Brunch,9.91,2,,41.1,No,No,12.0,6,10
0.6857,Wednesday,Dinner,19.52,11,Cloudy,46.1,No,No,25.0,9,0
0.6471,Monday,Dinner,19.18,47,Rain,45.5,Yes,No,16.0,8,5
0.7205,Saturday,Dinner,18.46,43,Rain,53.5,No,Yes,42.0,11,0
0.2138,Monday,Lunch,11.6,13,Cloudy,59.1,No,No,14.0,6,0
0.8011,Sunday,Brunch,11.85,14,Clear,67.3,Yes,No,10.0,7,0
0.368,Saturday,Lunch,12.99,36,Rain,56.9,No,No,12.0,8,0
0.9287,Wednesday,Dinner,20.2,13,Cloudy,73.1,Yes,No,17.0,7,30
0.6869,Tuesday,Dinner,18.42,50,Cloudy,49.5,Yes,No,13.0,8,0
0.2965,Wednesday,Dinner,19.61,40,Rain,70.0,No,No,10.0,7,15
0.8857,Wednesday,Dinner,18.9,23,Cloudy,74.6,Yes,No,14.0,8,0
0.7666,Sunday,Dinner,18.7,7,Cloudy,42.9,No,No,26.0,8,10
0.6599,Friday,Dinner,19.99,1,Cloudy,44.1,No,No,19.0,9,0
0.4404,Saturday,Lunch,12.12,41,Rain,62.4,No,No,12.0,7,10
0.961,Saturday,Dinner,19.75,38,Clear,67.7,Yes,No,14.0,9,5
0.6991,Sunday,Lunch,13.05,36,Clear,69.7,No,No,12.0,7,20
0.4593,Saturday,Dinner,19.27,6,Rain,51.1,No,No,21.0,9,0
0.6704,Sunday,Brunch,12.0,25,Clear,73.1,No,No,7.0,5,20
0.86,Saturday,Dinner,18.81,47,Clear,43.3,No,No,19.0,9,0
0.5711,Wednesday,Lunch,13.16,39,Clear,73.8,Yes,No,6.0,6,0
0.6614,Tuesday,Lunch,10.94,44,Clear,67.2,No,No,10.0,5,10
0.5456,Friday,Lunch,13.13,36,Heat,76.3,No,No,11.0,6,10
0.5393,Thursday,Lunch,12.26,35,Cloudy,72.3,Yes,No,10.0,5,0
0.8596,Tuesday,Dinner,20.19,49,Clear,53.0,No,No,18.0,8,25
0.6903,Tuesday,Dinner,19.67,43,Cloudy,69.7,No,Yes,26.0,9,5
0.7373,Friday,Lunch,13.12,24,Cloudy,71.9,Yes,No,9.0,6,0
0.6662,Saturday,Dinner,19.16,25,Rain,86.9,No,No,13.0,9,15
0.9723,Thursday,Dinner,19.26,15,Clear,56.3,Yes,No,11.0,6,15
0.3612,Friday,Lunch,14.24,22,Cloudy,81.2,No,No,10.0,6,0
0.7745,Sunday,Dinner,20.47,11,Cloudy,47.0,No,No,,8,15
0.2105,Sunday,Brunch,9.66,48,Rain,53.8,No,No,13.0,5,0
0.986,Friday,Dinner,18.26,32,Clear,87.4,Yes,No,10.0,6,20
0.9722,Tuesday,Dinner,19.46,21,Clear,78.3,Yes,Yes,34.0,10,0
0.7857,Saturday,Lunch,12.01,43,Clear,62.9,Yes,No,11.0,7,0
0.472,Saturday,Brunch,11.28,5,Cloudy,42.2,No,No,12.0,6,0
0.8881,Sunday,Dinner,19.56,43,Clear,60.1,No,Yes,46.0,11,0
0.8782,Monday,Dinner,19.79,22,Cloudy,83.4,Yes,Yes,24.0,9,5
0.6059,Wednesday,Lunch,12.87,40,Cloudy,72.6,Yes,No,11.0,6,0
0.7082,Thursday,Lunch,12.47,4,Cloudy,55.0,Yes,No,11.0,6,0
0.5908,Wednesday,Dinner,20.56,15,Rain,69.7,Yes,No,7.0,8,0
0.7999,Wednesday,Dinner,20.32,40,Clear,64.3,Yes,No,17.0,8,0
0.6962,Wednesday,Lunch,11.43,4,Clear,47.5,No,No,7.0,6,15
0.8528,Thursday,Dinner,19.34,46,Clear,56.2,Yes,No,16.0,7,0
0.3411,Saturday,Brunch,11.83,3,Rain,50.5,No,No,22.0,7,5
0.9891,Saturday,Dinner,18.81,26,Clear,81.0,Yes,Yes,29.0,9,0
0.6804,Wednesday,Lunch,10.7,2,Clear,35.0,No,Yes,16.0,6,0
0.5821,Sunday,Dinner,20.46,50,Cloudy,56.2,No,No,19.0,9,0
0.18,Wednesday,Lunch,12.85,49,Rain,57.0,No,No,6.0,5,0
0.6187,Saturday,Lunch,13.19,52,Cloudy,44.1,No,No,16.0,6,0
0.326,Sunday,Lunch,12.39,35,Cloudy,75.4,No,No,5.0,6,0
0.976,Thursday,Dinner,19.07,12,Clear,63.9,Yes,Yes,27.0,9,0
0.6883,Thursday,Lunch,11.3,21,Clear,67.3,Yes,No,10.0,4,0
0.3917,Thursday,Lunch,12.56,11,Clear,62.1,No,No,7.0,6,0
0.5771,Wednesday,Lunch,11.3,36,Cloudy,76.5,No,Yes,20.0,7,0
0.8958,Sunday,Lunch,12.38,24,Clear,73.4,Yes,No,13.0,6,10
0.2725,Monday,Lunch,13.05,31,Cloudy,77.2,No,No,7.0,6,0
0.6622,Friday,Lunch,12.35,49,Cloudy,45.7,Yes,No,9.0,5,0
0.9139,Friday,Lunch,12.05,33,Cloudy,86.9,Yes,No,15.0,5,30
0.829,Monday,Dinner,17.4,21,Clear,57.0,Yes,No,15.0,9,15
0.8047,Wednesday,Lunch,13.33,42,Clear,59.9,No,No,13.0,5,30
0.8703,Monday,Lunch,11.76,45,Cloudy,52.6,Yes,No,13.0,6,25
0.733,Friday,Dinner,19.21,11,Clear,57.1,No,No,15.0,8,0
0.8023,Saturday,Dinner,18.49,15,Clear,66.5,No,No,15.0,9,0
0.2252,Monday,Lunch,13.86,39,Cloudy,73.4,No,No,9.0,5,0
0.8128,Thursday,Dinner,19.81,6,Clear,44.2,No,No,19.0,7,5
0.8946,Sunday,Lunch,12.55,44,Rain,75.4,Yes,No,20.0,7,30
0.9333,Saturday,Lunch,14.01,18,Clear,51.1,Yes,No,10.0,5,25
0.8963,Wednesday,Lunch,13.41,28,Clear,84.1,Yes,No,8.0,6,15
0.6775,Thursday,Dinner,17.87,11,Clear,50.8,No,No,24.0,8,0
0.8144,Saturday,Lunch,12.35,27,Clear,84.7,Yes,No,8.0,7,0
0.9703,Saturday,Brunch,10.27,19,Clear,83.5,Yes,No,11.0,6,30
0.5737,Sunday,Dinner,18.72,9,Rain,46.5,No,No,23.0,8,0
0.5819,Wednesday,Lunch,13.06,30,Clear,74.6,Yes,No,3.0,5,0
0.562,Tuesday,Dinner,19.45,45,Clear,51.7,No,No,8.0,6,0
0.6724,Sunday,Dinner,20.59,12,Clear,45.4,No,No,27.0,10,0
0.9268,Monday,Lunch,13.21,21,Clear,70.6,Yes,No,16.0,6,0
0.602,Saturday,Dinner,17.41,44,Rain,66.3,No,Yes,38.0,10,0
0.7138,Saturday,Dinner,17.95,20,Rain,77.4,Yes,No,14.0,7,0
0.9879,Saturday,Lunch,12.42,16,Clear,72.5,Yes,Yes,23.0,6,5
0.9219,Thursday,Dinner,19.79,34,Cloudy,73.1,Yes,No,11.0,8,25
0.9723,Wednesday,Lunch,13.8,29,Clear,89.5,Yes,Yes,17.0,7,25
0.1581,Thursday,Lunch,13.16,10,Rain,60.3,No,No,12.0,6,0
0.8789,Monday,Dinner,19.34,31,Clear,74.8,Yes,No,11.0,8,0
0.4561,Saturday,Lunch,13.1,6,Rain,53.7,No,No,15.0,6,10
0.8072,Tuesday,Lunch,11.94,20,Clear,69.2,Yes,No,13.0,5,0
0.6614,Tuesday,Lunch,13.31,18,Clear,71.1,Yes,No,12.0,7,0
0.5506,Thursday,Dinner,19.68,7,Rain,48.8,No,No,23.0,8,0
0.8926,Friday,Dinner,16.83,32,Clear,69.6,Yes,Yes,24.0,9,0
0.3954,Wednesday,Dinner,17.86,41,Cloudy,54.1,No,No,11.0,10,0
0.767,Wednesday,Dinner,20.34,33,Cloudy,88.9,Yes,Yes,18.0,8,0
0.7864,Sunday,Lunch,13.12,3,Clear,50.5,Yes,No,22.0,8,0
0.9643,Friday,Dinner,21.46,11,Cloudy,61.9,Yes,Yes,34.0,9,20
0.9854,Saturday,Dinner,18.69,12,Cloudy,56.4,Yes,No,,7,30
0.5828,Saturday,Lunch,13.19,1,Cloudy,43.9,Yes,No,18.0,6,0
0.99,Friday,Dinner,18.87,12,Clear,66.3,Yes,Yes,20.0,8,0
0.8905,Friday,Lunch,12.63,25,Clear,69.6,Yes,No,11.0,6,0
0.5373,Thursday,Dinner,20.33,51,Clear,53.5,No,No,22.0,7,0
0.6644,Wednesday,Lunch,13.36,32,Clear,64.8,No,No,5.0,5,20
0.0683,Monday,Lunch,13.73,19,Rain,59.5,No,No,11.0,6,0
0.4366,Sunday,Brunch,12.08,38,Cloudy,65.0,No,No,11.0,6,0
0.9445,Wednesday,Dinner,20.02,21,Clear,68.2,Yes,No,17.0,9,0
0.9335,Tuesday,Dinner,18.66,40,Clear,69.1,Yes,No,13.0,8,10
0.6862,Wednesday,Lunch,12.72,13,Clear,68.9,No,No,16.0,7,20
0.8242,Sunday,Dinner,20.66,14,Clear,68.4,Yes,No,16.0,10,0
0.8821,Thursday,Dinner,17.9,44,Clear,57.6,Yes,No,17.0,8,5
0.6644,Monday,Lunch,11.94,35,Clear,88.8,Yes,No,12.0,5,0
0.2815,Sunday,Brunch,10.89,26,Heat,97.5,Yes,No,11.0,7,0
0.8676,Sunday,Dinner,20.08,25,Clear,79.5,Yes,No,14.0,9,0
0.9087,Saturday,Dinner,18.13,44,Cloudy,50.1,No,No,26.0,9,30
0.9717,Friday,Lunch,12.63,16,Clear,67.9,Yes,Yes,12.0,6,30
0.7723,Thursday,Dinner,19.23,44,Rain,45.3,No,No,22.0,8,30
0.876,Thursday,Lunch,13.16,37,Clear,77.4,Yes,No,9.0,7,0
0.7032,Saturday,Lunch,11.72,45,Clear,49.8,No,No,22.0,7,0
0.4931,Wednesday,Dinner,20.54,40,Cloudy,72.7,No,No,23.0,8,0
0.9248,Sunday,Brunch,10.71,28,Clear,82.3,Yes,No,9.0,6,30
0.6787,Wednesday,Lunch,14.15,18,Cloudy,67.0,Yes,No,11.0,7,0
0.6166,Wednesday,Dinner,19.74,19,,67.3,Yes,No,19.0,7,0
0.7964,Friday,Lunch,11.08,11,Clear,65.8,Yes,No,13.0,7,0
0.99,Sunday,Brunch,12.37,18,Clear,69.1,Yes,No,14.0,6,25
0.9795,Saturday,Lunch,12.24,28,Clear,82.2,Yes,Yes,25.0,7,15
0.7115,Saturday,Dinner,20.18,48,Cloudy,56.0,No,No,29.0,10,0
0.9133,Wednesday,Dinner,19.33,22,Clear,77.1,Yes,Yes,22.0,8,15
0.7893,Monday,Lunch,12.34,36,Clear,64.4,No,No,8.0,6,25
0.7366,Saturday,Dinner,20.59,35,Cloudy,74.4,No,Yes,31.0,8,0
0.6538,Sunday,Brunch,12.23,1,Cloudy,36.1,Yes,No,15.0,8,0
0.6893,Tuesday,Dinner,19.23,2,Rain,35.0,No,Yes,34.0,8,0
0.8809,Saturday,Lunch,12.73,41,Clear,48.3,No,Yes,27.0,8,15
0.5121,Wednesday,Lunch,12.07,48,Cloudy,57.8,Yes,No,10.0,5,0
0.84,Sunday,Brunch,10.25,47,Clear,61.9,Yes,No,22.0,8,0
0.2846,Monday,Lunch,11.98,48,Cloudy,46.2,No,No,7.0,5,0
0.4712,Tuesday,Dinner,20.52,41,Rain,60.6,Yes,No,11.0,9,0
0.9003,Friday,Lunch,11.89,1,Cloudy,55.4,Yes,No,11.0,7,25
0.2123,Monday,Lunch,11.37,49,Rain,43.6,No,No,17.0,6,0
0.3564,Sunday,Dinner,15.58,50,Cloudy,52.8,No,No,23.0,7,0
0.9786,Friday,Lunch,12.59,19,Clear,69.2,Yes,No,6.0,6,30
0.7675,Tuesday,Lunch,13.17,47,Clear,50.8,No,Yes,21.0,7,10
0.8097,Wednesday,Lunch,12.17,52,Clear,55.1,No,No,11.0,5,25
0.9702,Saturday,Brunch,10.88,27,Cloudy,96.2,Yes,No,15.0,7,30
0.9618,Thursday,Dinner,19.2,20,Clear,59.7,Yes,No,14.0,8,15
0.287,Monday,Lunch,13.11,47,Rain,52.7,No,No,13.0,6,15
0.7098,Tuesday,Lunch,13.21,30,Clear,79.7,Yes,No,7.0,5,0
0.783,Tuesday,Lunch,11.52,15,Clear,55.4,Yes,No,19.0,7,0
0.4987,Friday,Lunch,14.06,43,Cloudy,56.5,Yes,No,7.0,5,0
0.9317,Thursday,Dinner,18.31,52,Cloudy,37.4,No,Yes,27.0,9,15
0.4879,Friday,Lunch,12.01,44,Clear,60.9,No,No,7.0,7,0
0.8336,Saturday,Lunch,12.07,23,Cloudy,72.8,Yes,Yes,22.0,7,0
0.3411,Thursday,Lunch,12.76,13,Cloudy,56.3,No,No,4.0,5,0
0.8481,Thursday,Dinner,18.88,34,Cloudy,83.7,Yes,No,10.0,7,0
0.8946,Sunday,Lunch,10.3,22,Cloudy,75.8,Yes,No,13.0,6,10
0.8385,Tuesday,Dinner,18.98,8,Clear,38.5,No,No,14.0,9,20
0.2735,Friday,Lunch,11.22,7,Rain,41.1,No,No,7.0,5,0
0.7445,Saturday,Dinner,21.45,45,Cloudy,50.7,No,Yes,31.0,10,0
0.7919,Saturday,Dinner,18.19,4,Clear,51.0,No,No,22.0,9,0
0.5183,Monday,Lunch,12.87,11,Clear,48.5,No,No,8.0,6,0
0.6563,Friday,Lunch,12.16,30,Cloudy,77.9,Yes,No,7.0,6,0
0.9355,Monday,Dinner,18.46,13,Clear,64.7,Yes,No,14.0,10,30
0.7899,Saturday,Lunch,13.18,37,Clear,76.6,No,Yes,23.0,7,0
0.8084,Thursday,Dinner,21.39,10,Clear,57.3,No,No,17.0,8,15
0.8722,Friday,Dinner,19.63,28,Clear,69.7,Yes,No,15.0,8,0
0.6634,Thursday,Dinner,19.11,13,Cloudy,57.6,Yes,No,13.0,7,0
0.5593,Thursday,Lunch,12.41,4,Rain,47.4,No,No,6.0,5,15
0.7487,Saturday,Brunch,9.64,6,Rain,39.6,No,No,19.0,7,25
0.7347,Thursday,Dinner,18.61,44,Clear,48.1,No,No,15.0,7,0
0.7818,Saturday,Dinner,19.54,11,Rain,63.8,Yes,Yes,30.0,9,0
0.9005,Friday,Lunch,12.28,5,Clear,51.7,No,No,11.0,5,30
0.8794,Saturday,Lunch,12.42,16,Clear,60.5,Yes,No,9.0,5,0
0.9254,Monday,Lunch,12.39,37,Clear,77.4,Yes,No,5.0,5,20
0.9548,Friday,Dinner,19.8,25,Clear,95.0,Yes,Yes,25.0,9,0
0.4102,Wednesday,Dinner,17.64,15,Cloudy,48.3,No,No,11.0,8,0
0.5368,Sunday,Lunch,13.39,2,Clear,60.4,No,No,14.0,7,0
0.8581,Sunday,Dinner,18.12,25,Clear,73.0,Yes,No,24.0,8,0
0.6999,Wednesday,Dinner,17.78,15,Clear,53.5,No,Yes,24.0,7,0
0.3624,Sunday,Dinner,18.6,49,Rain,55.0,No,No,19.0,9,0
0.9058,Friday,Lunch,12.91,49,Clear,47.7,No,No,7.0,5,25
0.8361,Friday,Dinner,17.15,22,Cloudy,71.4,Yes,No,11.0,8,0
0.7416,Monday,Dinner,19.32,11,Rain,59.9,No,No,24.0,8,20
0.8279,Thursday,Dinner,19.34,10,Clear,53.0,Yes,No,14.0,8,0
0.6601,Sunday,Brunch,11.61,40,Cloudy,56.5,Yes,No,15.0,7,0
0.5504,Tuesday,Dinner,18.89,10,Rain,56.1,No,Yes,34.0,8,0
0.8292,Friday,Dinner,19.2,27,Heat,90.7,Yes,No,23.0,8,0
0.4755,Wednesday,Lunch,12.87,43,Cloudy,61.9,Yes,No,5.0,5,0
0.944,Friday,Dinner,16.7,16,Cloudy,74.7,No,Yes,28.0,8,15
0.8294,Sunday,Dinner,20.14,21,Clear,57.9,Yes,No,17.0,9,0
0.8233,Monday,Dinner,19.03,40,Cloudy,70.6,Yes,No,15.0,8,0
0.3384,Monday,Lunch,12.66,47,Rain,45.0,No,No,7.0,7,25
0.4166,Thursday,Dinner,19.24,5,Rain,37.0,No,No,17.0,7,0
0.69,Wednesday,Dinner,18.56,14,Cloudy,58.3,Yes,No,7.0,7,0
0.7187,Sunday,Lunch,12.52,16,Cloudy,55.8,No,No,4.0,7,25
0.4652,Wednesday,Lunch,13.71,43,Clear,59.7,No,No,16.0,7,0
0.8564,Friday,Dinner,18.29,43,Clear,46.3,No,Yes,26.0,8,0
0.9227,Saturday,Brunch,12.52,9,Clear,59.6,Yes,No,11.0,6,20
0.7521,Saturday,Dinner,17.85,12,Rain,66.0,No,Yes,30.0,10,0
0.7519,Saturday,Dinner,18.69,1,Cloudy,41.3,No,No,22.0,9,5
